name;nodes
Democratici di Sinistra - l'Ulivo-13;ANGIUS Gavino,SALVI Cesare,BARBIERI Silvia,FALOMI Antonio,BUCCIARELLI Anna Maria,CABRAS Antonello,DE GUIDI Guido Cesare,DUVA Antonio,FALOMI Antonio,GUERZONI Luciano,MICELE Silvano,VIVIANI Luigi,BERNASCONI Anna Maria,CARPINELLI Carlo,MICELE Silvano,PARDINI Alessandro,PILONI Ornella,ANGIUS Gavino,ARLACCHI Giuseppe,AYALA Giuseppe Maria,BARBIERI Silvia,BARRILE Domenico,BASSANINI Franco,BATTAFARANO Giovanni Vittorio,BERNASCONI Anna Maria,BERTONI Raffaele,BESOSTRI Felice Carlo,BESSO CORDERO Livio,BETTONI BRANDANI Monica,BISCARDI Luigi,BOBBIO Norberto,BONAVITA Massimo,BONFIETTI Daria,BORRONI Roberto,BRATINA Diodato (Darko),BRUNO GANERI Antonella,BRUTTI Massimo,BUCCIARELLI Anna Maria,CABRAS Antonello,CADDEO Rossano,CALVI Guido,CAMERINI Fulvio,CAPALDI Antonio,CARCARINO Antonio,CARPI Umberto,CARPINELLI Carlo,CASADEI MONTI Pierpaolo,CAZZARO Bruno,CIONI Graziano,CONTE Antonio,CORRAO Ludovico,CRESCENZIO Mario,D'ALESSANDRO PRISCO Franca,DANIELE GALDI Maria Grazia,DE CAROLIS Stelio,DE GUIDI Guido Cesare,DE LUCA Michele,DE MARTINO Francesco,DE MARTINO Guido,DE ZULUETA Tana,DEBENEDETTI Franco,DI ORIO Ferdinando,DIANA Lorenzo,DONISE Eugenio Mario,DUVA Antonio,FALOMI Antonio,FASSONE Elvio,FERRANTE Giovanni,FIGURELLI Michele,FORCIERI Giovanni Lorenzo,GAMBINI Sergio,GIOVANELLI Fausto,GRUOSSO Vito,GUALTIERI Libero,GUERZONI Luciano,IULIANO Giovanni,LARIZZA Rocco,LAURICELLA Angelo,LOMBARDI SATRIANI Luigi,LORETO Rocco Vito,MACONI Loris Giuseppe,MANZELLA Andrea,MASCIONI Giuseppe,MASULLO Aldo,MELE Giorgio,MICELE Silvano,MIGNONE Valerio,MIGONE Gian Giacomo,MONTAGNA Tullio,MORANDO Enrico,MURINEDDU Giovanni Pietro,NIEDDU Gianni,PAGANO Maria Grazia,PAPPALARDO Ferdinando,PARDINI Alessandro,PAROLA Vittorio,PASQUINI Giancarlo,PASSIGLI Stefano,PELELLA Enrico,PELLEGRINO Giovanni,PETRUCCI Patrizio,PETRUCCIOLI Claudio,PIATTI Gianni,PILONI Ornella,PIZZINATO Antonio,PREDA Aldo,ROGNONI Carlo,RUSSO Giovanni,SALVATO Ersilia,SALVI Cesare,SARACCO Giovanni,SARTORI Maria Antonietta,SCIVOLETTO Concetto,SENESE Salvatore,SMURAGLIA Carlo,SQUARCIALUPI Vera Liliana,STANISCIA Angelo,TAPPARO Giancarlo,UCCHIELLI Palmiro,VALLETTA Antonino,VEDOVATO Sergio,VELTRI Massimo,VIGEVANI Fausto,VILLONE Massimo,VISERTA COSTANTINI Bruno,VIVIANI Luigi,VOLCIC Demetrio
Verdi - l'Ulivo-13;PIERONI Maurizio,RONCHI Edo,PIERONI Maurizio,SEMENZATO Stefano,BOCO Stefano,RIPAMONTI Natale,BOCO Stefano,BORTOLOTTO Francesco,CARELLA Francesco,CORTIANA Fiorello,DE LUCA Athos,LUBRANO DI RICCO Giovanni,MANCONI Luigi,MELUZZI Alessandro,PETTINATO Rosario,PIERONI Maurizio,RIPAMONTI Natale,ROCCHI Carla,RONCHI Edo,SARTO Giorgio,SEMENZATO Stefano
Misto-13;RIGO Mario,DE CAROLIS Stelio,DONDEYNAZ Guido,MARINI Cesare,AGNELLI Giovanni,ALBERTINI Renato,AVOGADRO Roberto,BERGONZI Piergiorgio,BESSO CORDERO Livio,BIANCO Walter,BIASCO Francesco Saverio,BRUNI Giovanni,CAMO Giuseppe,CAPONI Leonardo,CARCARINO Antonio,CARUSO Luigi,CECCATO Giuseppe,CIRAMI Melchiorre,CO' Fausto,CORTELLONI Augusto,COSSIGA Francesco,CRIPPA Aurelio Giuseppe,D'URSO Mario,DE CAROLIS Stelio,DEL TURCO Ottaviano,DENTAMARO Ida Maria,DI BENEDETTO Doriano,DI PIETRO Antonio,DONDEYNAZ Guido,DUVA Antonio,FILOGRANA Eugenio,FIORILLO Bianca Maria,FOLLONI Gian Guido,FUMAGALLI CARULLI Ombretta,GIORGIANNI Angelo,GNUTTI Vito,GUBERT Renzo,IULIANO Giovanni,JACCHIA Enrico,LAGO Luciano,LEONE Giovanni,LORENZI Luciano,MANFROI Donato,MANIERI Maria Rosaria,MANIS Adolfo,MANZI Luciano,MARCHETTI Fausto,MARINI Cesare,MARINO Luigi,MARITATI Alberto,MARTELLI Valentino,MAZZUCA POGGIOLINI Carla,MELONI Franco Costantino,MELUZZI Alessandro,MIGLIO Gianfranco,MIGNONE Valerio,MILIO Pietro,MUNDI Vittorio,OCCHIPINTI Mario,OSSICINI Adriano,PAPINI Andrea,PINGGERA Armin,PORCARI Saverio Salvatore,RIGO Mario,RUSSO SPENA Giovanni,SCALFARO Oscar Luigi,SCOGNAMIGLIO PASINI Carlo Luigi,SERENA Antonio,THALER AUSSERHOFER Helga,VALIANI Leo,VALLETTA Antonino,VERTONE Saverio
Democrazia Europea-13;GNUTTI Vito,POLIDORO Giovanni,ANDREOTTI Giulio,AVOGADRO Roberto,BIANCO Walter,CECCATO Giuseppe,LAGO Luciano,LORENZI Luciano,MANFROI Donato,ZECCHINO Ortensio
Rinnov. Ital. Liberaldem. Ind.-Pop. per l'Europa-13;FUMAGALLI CARULLI Ombretta,MELUZZI Alessandro,D'URSO Mario,MUNDI Vittorio,VERTONE Saverio,BRUNI Giovanni,D'URSO Mario,FIORILLO Bianca Maria,FOLLONI Gian Guido,FUMAGALLI CARULLI Ombretta,JACCHIA Enrico,MANIS Adolfo,MARTELLI Valentino,MELUZZI Alessandro,MUNDI Vittorio,OSSICINI Adriano,SCOGNAMIGLIO PASINI Carlo Luigi,VERTONE Saverio
Rinnovamento Italiano e Indipendenti-13;FUMAGALLI CARULLI Ombretta,DI BENEDETTO Doriano,BRUNI Giovanni,CORTELLONI Augusto,D'URSO Mario,DI BENEDETTO Doriano,FIORILLO Bianca Maria,FUMAGALLI CARULLI Ombretta,GIORGIANNI Angelo,LAURIA Baldassare,MANIS Adolfo,MAZZUCA POGGIOLINI Carla,MUNDI Vittorio,OSSICINI Adriano
Alleanza Nazionale-14;NANIA Domenico,TOFANI Oreste,BATTAGLIA Antonio,BEVILACQUA Francesco,MAGNALBO' Luciano,BONATESTA Michele,FLORINO Michele,PALOMBO Mario,PELLICINI Piero,BALBONI Alberto,BATTAGLIA Antonio,BEVILACQUA Francesco,BOBBIO Luigi,BONATESTA Michele,BONGIORNO Giuseppe,BUCCIERO Ettore,CARUSO Antonino,COLLINO Giovanni,CONSOLO Giuseppe,COZZOLINO Carmine,CURSI Cesare,CURTO Euprepio,DANIELI Paolo,DE CORATO Riccardo,DELOGU Mariano,DEMASI Vincenzo,FISICHELLA Domenico,FLORINO Michele,GRILLOTTI Lamberto,KAPPLER Domenico,MAGNALBO' Luciano,MANTICA Alfredo,MASSUCCO Alberto Felice Simone,MEDURI Renato,MENARDI Giuseppe,MORSELLI Stefano,MUGNAI Franco,MULAS Giuseppe,NANIA Domenico,PACE Lodovico,PALOMBO Mario,PEDRIZZI Riccardo,PELLICINI Piero,PONTONE Francesco,RAGNO Salvatore,SALERNO Roberto,SAPORITO Learco,SEMERARO Giuseppe,SERVELLO Francesco,SILIQUINI Maria Grazia,SPECCHIA Giuseppe,TATO' Filomeno Biagio,TOFANI Oreste,ULIVI Roberto,VALDITARA Giuseppe,ZAPPACOSTA Lucio
Unione dei democratici cristiani e dei democratici di centro (CCD-CDU)-14;D'ONOFRIO Francesco,EUFEMI Maurizio,TAROLLI Ivo,TREMATERRA Gino,BERGAMO Ugo,BOREA Leonzio,BOSI Francesco,CALLEGARO Luciano,CHERCHI Pietro,CICCANTI Amedeo,CIRAMI Melchiorre,COMPAGNA Luigi,CUTRUFO Mauro,D'ONOFRIO Francesco,DANZI Corrado,EUFEMI Maurizio,FORLANI Alessandro,FORTE Michele,GABURRO Giuseppe,GUBERT Renzo,IERVOLINO Antonio,MAFFIOLI Graziano,MAGRI Gianluigi,MELELEO Salvatore,MONCADA Gino,PELLEGRINO Gaetano Antonio,RONCONI Maurizio,RUVOLO Giuseppe,SALZANO Francesco,SANZARELLO Sebastiano,SODANO Calogero,SUDANO Domenico,TAROLLI Ivo,TREMATERRA Gino,TUNIS Gianfranco,ZANOLETTI Tomaso
Democratici di Sinistra - l'Ulivo-14;ANGIUS Gavino,BRUTTI Massimo,DI SIENA Piero,FALOMI Antonio,VIVIANI Luigi,DE ZULUETA Tana,DI SIENA Piero,PAGANO Maria Grazia,VITALI Walter,MACONI Loris Giuseppe,BASSANINI Franco,BATTAGLIA Giovanni,BERLINGUER Luigi,BONFIETTI Daria,FRANCO Vittoria,PIZZINATO Antonio,VISERTA COSTANTINI Bruno,VITALI Walter,ACCIARINI Maria Chiara,ANGIUS Gavino,AYALA Giuseppe Maria,BARATELLA Fabio,BASSANINI Franco,BASSO Marcello,BATTAFARANO Giovanni Vittorio,BATTAGLIA Giovanni,BERLINGUER Luigi,BETTONI BRANDANI Monica,BOBBIO Norberto,BONAVITA Massimo,BONFIETTI Daria,BRUNALE Giovanni,BRUTTI Massimo,BRUTTI Paolo,BUDIN Milos,CADDEO Rossano,CALVI Guido,CHIUSOLI Franco,DE MARTINO Francesco,DE ZULUETA Tana,DEBENEDETTI Franco,DI GIROLAMO Leopoldo,DI SIENA Piero,FALOMI Antonio,FASSONE Elvio,FLAMMIA Angelo,FORCIERI Giovanni Lorenzo,FRANCO Vittoria,GARRAFFA Costantino,GASBARRI Mario,GIOVANELLI Fausto,GRUOSSO Vito,GUERZONI Luciano,IOVENE Nuccio,LATORRE Nicola,LEGNINI Giovanni,LONGHI Aleandro,MACONI Loris Giuseppe,MANZELLA Andrea,MARITATI Alberto,MASCIONI Giuseppe,MODICA Luciano,MONTALBANO Accursio,MONTINO Esterino,MORANDO Enrico,MURINEDDU Giovanni Pietro,NAPOLITANO Giorgio,NIEDDU Gianni,PAGANO Maria Grazia,PASCARELLA Gaetano,PASQUINI Giancarlo,PASSIGLI Stefano,PETRUCCIOLI Claudio,PIATTI Gianni,PILONI Ornella,PIZZINATO Antonio,ROTONDO Antonio,SALVI Cesare,STANISCI Rosa,TESSITORE Fulvio,TONINI Giorgio,TURCI Lanfranco,VICINI Antonio,VILLONE Massimo,VISERTA COSTANTINI Bruno,VITALI Walter,VIVIANI Luigi,ZAVOLI Sergio
Forza Italia-14;SCHIFANI Renato,ALBERTI CASELLATI Maria Elisabetta,ALBERTI CASELLATI Maria Elisabetta,BARELLI Paolo,BOSCETTO Gabriele,CANTONI Gianpiero Carlo,COSTA Rosario Giorgio,DEGENNARO Giuseppe,FALCIER Luciano,IOANNUCCI Maria Claudia,MALAN Lucio,NOVI Emiddio,RIZZI Enrico,SESTINI Grazia,FERRARA Mario,BETTAMIO Giampaolo,AGOGLIATI Antonio,CASTAGNETTI Guglielmo,COMINCIOLI Romano,D'IPPOLITO VITALE Ida,DELL'UTRI Marcello,FASOLINO Gaetano,MALAN Lucio,MANUNZA Ignazio,TREDESE Flavio,AGOGLIATI Antonio,ALBERTI CASELLATI Maria Elisabetta,ANTONIONE Roberto,ARCHIUTTI Giacomo,ASCIUTTI Franco,AZZOLLINI Antonio,BALDINI Massimo,BARELLI Paolo,BASILE Filadelfio Guido,BETTAMIO Giampaolo,BIANCONI Laura,BOSCETTO Gabriele,CAMBER Giulio,CANTONI Gianpiero Carlo,CARRARA Valerio,CASTAGNETTI Guglielmo,CENTARO Roberto,CHIRILLI Francesco,CICOLANI Angelo Maria,COMINCIOLI Romano,CONTESTABILE Domenico,COSTA Rosario Giorgio,D'ALI' Antonio,D'AMBROSIO Alfredo,D'IPPOLITO VITALE Ida,DE RIGO Walter,DEGENNARO Giuseppe,DELL'UTRI Marcello,FABBRI Luigi,FALCIER Luciano,FASOLINO Gaetano,FAVARO Gian Pietro,FEDERICI Pasqualino Lorenzo,FERRARA Mario,FIRRARELLO Giuseppe,FRAU Aventino,GENTILE Antonio,GIRFATTI Antonio Franco,GIULIANO Pasquale,GRECO Mario,GRILLO Luigi,GUASTI Vittorio,GUBETTI Furio,GUZZANTI Paolo,IANNUZZI Raffaele,IOANNUCCI Maria Claudia,IZZO Cosimo,LA LOGGIA Enrico,LAURO Salvatore,MAINARDI Guido,MALAN Lucio,MANFREDI Luigi,MANUNZA Ignazio,MARANO Salvatore,MINARDO Riccardo,MORRA Carmelo,NESSA Pasquale,NOCCO Giuseppe Onorato Benito,NOVI Emiddio,OGNIBENE Liborio,PASINATO Antonio,PASTORE Andrea,PERA Marcello,PESSINA Vittorio,PIANETTA Enrico,PICCIONI Lorenzo,PONZO Egidio Luigi,RIZZI Enrico,SALINI Rocco,SAMBIN Stanislao Alessandro,SANZARELLO Sebastiano,SCARABOSIO Aldo,SCHIFANI Renato,SCOTTI Luigi,SESTINI Grazia,TOMASSINI Antonio,TRAVAGLIA Sergio,TREDESE Flavio,VEGAS Giuseppe,VENTUCCI Cosimo,VIZZINI Carlo,ZICCONE Guido,ZORZOLI Alberto Pietro Maria
Lega Padana-14;CASTELLI Roberto,MORO Francesco,PIROVANO Ettore Pietro,MORO Francesco,PERUZZOTTI Luigi,TIRELLI Francesco,STIFFONI Piergiorgio,AGONI Sergio,BOLDI Rossana,BRIGNONE Guido,CALDEROLI Roberto,CASTELLI Roberto,CHINCARINI Umberto,CORRADO Andrea,FRANCO Paolo,MONTI Cesarino,MORO Francesco,PEDRAZZINI Celestino,PERUZZOTTI Luigi,PIROVANO Ettore Pietro,PROVERA Fiorello,STIFFONI Piergiorgio,TIRELLI Francesco,VANZO Antonio Gianfranco
Margherita - DL - L'Ulivo-14;BORDON Willer,GIARETTA Paolo,D'AMICO Natale Maria Alfonso,GIARETTA Paolo,MANZIONE Roberto,PETRINI Pierluigi,TOIA Patrizia,VALLONE Giuseppe,CAMBURSANO Renato,BAIO Emanuela,CAVALLARO Mario,COLETTI Tommaso,COVIELLO Romualdo Vittorio,DETTORI Bruno,FILIPPELLI Nicodemo Francesco,MANCINO Nicola,PAPANIA Antonino,SCALERA Giuseppe,SOLIANI Albertina,VERALDI Donato Tommaso,ZANDA Luigi,COLETTI Tommaso,BAIO Emanuela,BASILE Filadelfio Guido,BASTIANONI Stefano,BATTISTI Alessandro,BEDIN Tino,BO Carlo,BORDON Willer,CAMBURSANO Renato,CASTELLANI Pierluigi,CAVALLARO Mario,COLETTI Tommaso,COVIELLO Romualdo Vittorio,D'AMICO Natale Maria Alfonso,D'ANDREA Giampaolo Vittorio Elio,DALLA CHIESA Nando,DANIELI Franco,DATO Cinzia,DENTAMARO Ida Maria,DETTORI Bruno,DINI Lamberto,FABRIS Mauro,FILIPPELLI Nicodemo Francesco,FORMISANO Aniello,GAGLIONE Antonio,GIARETTA Paolo,LAURIA Michele,LAVAGNINI Severino,LIGUORI Ettore,MAGISTRELLI Marina,MANCINO Nicola,MANZIONE Roberto,MONTAGNINO Antonio Michele,MONTICONE Alberto Adalgisio,PAPANIA Antonino,PEDRINI Egidio Enrico,PETRINI Pierluigi,RIGHETTI Franco,RIGONI Andrea,SCALERA Giuseppe,SOLIANI Albertina,TAVIANI Emilio Paolo,TOIA Patrizia,TREU Tiziano,VALLONE Giuseppe,VERALDI Donato Tommaso,ZANDA Luigi
Per le Autonomie-14;THALER AUSSERHOFER Helga,AGNELLI Giovanni,ANDREOTTI Giulio,BETTA Mauro,COSSIGA Francesco,FRAU Aventino,KOFLER Alois,MICHELINI Renzo,PEDRINI Egidio Enrico,PETERLINI Oskar,ROLLANDIN Augusto,RUVOLO Giuseppe,SALZANO Francesco
Verdi - l'Unione-14;BOCO Stefano,RIPAMONTI Natale,DE PETRIS Loredana,BOCO Stefano,CARELLA Francesco,CORTIANA Fiorello,DE PETRIS Loredana,DE ZULUETA Tana,DONATI Anna,MARTONE Francesco,MUZIO Angelo,RIPAMONTI Natale,TURRONI Sauro,ZANCAN Giampaolo
Misto-14;MARINI Cesare,CARRARA Valerio,CRINO' Francesco Antonio,FABRIS Mauro,MALABARBA Luigi,MARINO Luigi,AMATO Giuliano,BASILE Filadelfio Guido,BISCARDINI Roberto,CARRARA Valerio,CARUSO Luigi,CASILLO Tommaso,COLOMBO Emilio,COSSIGA Francesco,CREMA Giovanni,CRINO' Francesco Antonio,CUTRUFO Mauro,D'AMBROSIO Alfredo,DE PAOLI Elidio,DE ZULUETA Tana,DEL PENNINO Antonio Adolfo Maria,DEL TURCO Ottaviano,DENTAMARO Ida Maria,DONADI Massimo,FABRIS Mauro,FALOMI Antonio,FILIPPELLI Nicodemo Francesco,FISICHELLA Domenico,FORMISANO Aniello,LABELLARTE Gerardo,LAURO Salvatore,LEONE Giovanni,LEVI-MONTALCINI Rita,LUZI Mario,MALABARBA Luigi,MALENTACCHI Giorgio,MANIERI Maria Rosaria,MARINI Cesare,MARINO Luigi,MARTONE Francesco,OCCHETTO Achille,PAGLIARULO Gianfranco,PEDRINI Egidio Enrico,PININFARINA Sergio,RIGHETTI Franco,SALINI Rocco,SANZARELLO Sebastiano,SCALFARO Oscar Luigi,SODANO Tommaso,TOGNI Livio,ZAVOLI Sergio
Alleanza Nazionale-15;MATTEOLI Altero,NANIA Domenico,MANTICA Alfredo,TOFANI Oreste,ALLEGRINI Laura,AUGELLO Andrea,BALBONI Alberto,BALDASSARRI Mario,BATTAGLIA Antonio,BERSELLI Filippo,BORNACIN Giorgio,BUCCICO Emilio Nicola,BUTTI Alessio,CARUSO Antonino,COLLINO Giovanni,CORONELLA Gennaro,CURSI Cesare,CURTO Euprepio,DE ANGELIS Marcello,DELOGU Mariano,DIVELLA Francesco,FLUTTERO Andrea,GRAMAZIO Domenico,LOSURDO Stefano,MANTICA Alfredo,MANTOVANO Alfredo,MARTINAT Ugo,MATTEOLI Altero,MENARDI Giuseppe,MORSELLI Stefano,MUGNAI Franco,NANIA Domenico,PARAVIA Antonio,PONTONE Francesco,RAMPONI Luigi,SAIA Maurizio,SAPORITO Learco,SELVA Gustavo,STORACE Francesco,STRANO Nino,TOFANI Oreste,TOTARO Achille,VALDITARA Giuseppe,VALENTINO Giuseppe,VIESPOLI Pasquale
Forza Italia-15;SCHIFANI Renato,ALBERTI CASELLATI Maria Elisabetta,ANTONIONE Roberto,CANTONI Gianpiero Carlo,NOVI Emiddio,PERA Marcello,VEGAS Giuseppe,AZZOLLINI Antonio,BIANCONI Laura,BIONDI Alfredo,BONFRISCO Anna Cinzia,DELL'UTRI Marcello,LUNARDI Pietro,MARINI Giulio,QUAGLIARIELLO Gaetano,SACCONI Maurizio,STANCA Lucio,ALBERTI CASELLATI Maria Elisabetta,AMATO Paolo,ANTONIONE Roberto,ASCIUTTI Franco,AZZOLLINI Antonio,BALDINI Massimo,BARBA Vincenzo,BARELLI Paolo,BETTAMIO Giampaolo,BIANCONI Laura,BIONDI Alfredo,BONFRISCO Anna Cinzia,BURANI PROCACCINI Maria,CAMBER Giulio,CANTONI Gianpiero Carlo,CARRARA Valerio,CASOLI Francesco,CENTARO Roberto,CICOLANI Angelo Maria,COLLI Ombretta Maria,COMINCIOLI Romano,COSTA Rosario Giorgio,D'ALI' Antonio,DELL'UTRI Marcello,DI BARTOLOMEO Luigi,FAZZONE Claudio,FERRARA Mario,FIRRARELLO Giuseppe,FORMIGONI Roberto,GABANA Albertino,GALAN Giancarlo,GENTILE Antonio,GHEDINI Niccolo',GHIGO Enzo Giorgio,GIRFATTI Antonio Franco,GIULIANO Pasquale,GRILLO Luigi,GUZZANTI Paolo,IANNUZZI Raffaele,IORIO Angelo Michele,IZZO Cosimo,LORUSSO Antonio,LUNARDI Pietro,MALAN Lucio,MALVANO Franco,MANUNZA Ignazio,MARINI Giulio,MASSIDDA Piergiorgio,MAURO Giovanni,MORRA Carmelo,NESSA Pasquale,NOVI Emiddio,PALMA Nitto Francesco,PASTORE Andrea,PERA Marcello,PIANETTA Enrico,PICCIONI Lorenzo,PICCONE Filippo,PISANU Beppe,PITTELLI Giancarlo,POSSA Guido,QUAGLIARIELLO Gaetano,REBUZZI Antonella,SACCONI Maurizio,SANCIU Fedele,SANTINI Giacomo,SCARABOSIO Aldo,SCARPA BONAZZA BUORA Paolo,SCHIFANI Renato,SCOTTI Luigi,SELVA Gustavo,STANCA Lucio,STERPA Egidio,STRACQUADANIO Giorgio,TADDEI Vincenzo,TOMASSINI Antonio,VEGAS Giuseppe,VENTUCCI Cosimo,VICECONTE Guido,VIZZINI Carlo,ZANETTIN Pierantonio,ZICCONE Guido
Insieme con l'Unione Verdi - Comunisti Italiani-15;PALERMI Manuela,RIPAMONTI Natale,BULGARELLI Mauro,DONATI Anna,BULGARELLI Mauro,COSSUTTA Armando,DE PETRIS Loredana,DONATI Anna,PALERMI Manuela,PECORARO SCANIO Marco,PELLEGATTA Maria Agostina,RIPAMONTI Natale,ROSSI Fernando,SILVESTRI Gianpaolo,TIBALDI Dino
Lega Nord Padania-15;CASTELLI Roberto,PIROVANO Ettore Pietro,FRANCO Paolo,GALLI Dario,STIFFONI Piergiorgio,CALDEROLI Roberto,CASTELLI Roberto,DAVICO Michelino,DIVINA Sergio,FRANCO Paolo,FRUSCIO Dario,GABANA Albertino,GALLI Dario,LEONI Giuseppe,PIROVANO Ettore Pietro,POLLEDRI Massimo,STEFANI Stefano,STIFFONI Piergiorgio
Partito Democratico-L'Ulivo-15;FINOCCHIARO Anna,ZANDA Luigi,LATORRE Nicola,ADDUCE Salvatore,ADRAGNA Benedetto,AMATI Silvana,ANGIUS Gavino,BAIO Emanuela,BANTI Egidio,BARBIERI Roberto,BARBOLINI Giuliano,BASSOLI Fiorenza,BATTAGLIA Giovanni,BELLINI Giovanni,BENVENUTO Giorgio,BETTINI Goffredo Maria,BIANCO Enzo,BINETTI Paola,BOBBA Luigi,BOCCIA Antonio,BODINI Paolo,BORDON Willer,BOSONE Daniele,BRUNO Franco,BRUTTI Massimo,BRUTTI Paolo,BUBBICO Filippo,CABRAS Antonello,CALVI Guido,CARLONI Anna Maria,CASSON Felice,COLOMBO Furio,CUSUMANO Stefano,D'AMBROSIO Gerardo,D'AMICO Natale Maria Alfonso,DANIELI Franco,DE SIMONE Andrea Carmine,DI SIENA Piero,DINI Lamberto,ENRIQUES Federico,FAZIO Bartolo,FERRANTE Francesco,FILIPPI Marco,FINOCCHIARO Anna,FISICHELLA Domenico,FOLLINI Marco,FONTANA Carlo,FRANCO Vittoria,GALARDI Guido,GARRAFFA Costantino,GASBARRI Mario,GIARETTA Paolo,IOVENE Nuccio,LADU Salvatore,LARIZZA Pietro,LATORRE Nicola,LEGNINI Giovanni,LIVI BACCI Massimo,LUSI Luigi,MACCANICO Antonio,MAGISTRELLI Marina,MAGNOLFI Beatrice,MANCINO Nicola,MANZELLA Andrea,MANZIONE Roberto,MARCORA Luca,MARINI Franco,MARINO Ignazio,MARITATI Alberto,MASSA Augusto,MAZZARELLO Graziano,MELE Giorgio,MERCATALI Vidmer,MICHELONI Claudio,MOLINARI Claudio,MONGIELLO Colomba,MONTALBANO Accursio,MONTINO Esterino,MORANDO Enrico,MORGANDO Gianfranco,NAPOLITANO Giorgio,NEGRI Magda,NIEDDU Gianni,PALUMBO Aniello,PAPANIA Antonino,PASETTO Giorgio,PEGORER Carlo,PIGLIONICA Donato,PIGNEDOLI Leana,PINZA Roberto,PISA Silvana,POLITO Antonio,POLLASTRI Edoardo,PROCACCI Giovanni,RANDAZZO Nino,RANIERI Andrea,RIA Lorenzo Emilio,ROILO Giorgio,RONCHI Edo,ROSSA Sabina,ROSSI Paolo,RUBINATO Simonetta,SALVI Cesare,SCALERA Giuseppe,SCARPETTI Lido,SERAFINI Anna Maria,SINISI Giannicola,SOLIANI Albertina,TONINI Giorgio,TREU Tiziano,TURANO Renato Guerino,TURCO Livia,VERNETTI Gianni,VILLECCO CALIPARI Rosa Maria,VILLONE Massimo,VITALI Walter,ZANDA Luigi,ZANONE Valerio,ZAVOLI Sergio
Rifondazione Comunista - Sinistra Europea-15;RUSSO SPENA Giovanni,GAGLIARDI Rina,SODANO Tommaso,SODANO Tommaso,ALBONETTI Martino,ALFONZI Daniela,ALLOCCA Salvatore,BOCCIA Maria Luisa,BONADONNA Salvatore,BRISCA MENAPACE Lidia,CAPELLI Giovanna,CAPRILI Milziade,CONFALONIERI Giovanni,DEL ROIO Jose' Luiz,DI LELLO FINUOLI Giuseppe,EMPRIN GILARDINI Erminia,GAGGIO GIULIANI Adelaide,GAGLIARDI Rina,GIANNINI Fosco,GRASSI Claudio,LIOTTA Santo,MALABARBA Luigi,MARTONE Francesco,NARDINI Maria Celeste,PALERMO Anna Maria,RUSSO SPENA Giovanni,SODANO Tommaso,TECCE Raffaele,TURIGLIATTO Franco,VALPIANA Tiziana,VANO Olimpia,ZUCCHERINI Stefano
Unione dei Democraticicristiani e di Centro (UDC)-15;D'ONOFRIO Francesco,ZANOLETTI Tomaso,CICCANTI Amedeo,TREMATERRA Gino,BACCINI Mario,BUTTIGLIONE Rocco,CICCANTI Amedeo,CUFFARO Salvatore,D'ONOFRIO Francesco,DE POLI Antonio,EUFEMI Maurizio,FANTOLA Massimo,FOLLINI Marco,FORTE Michele,LIBE' Mauro,MAFFIOLI Graziano,MANINETTI Luigi,MANNINO Calogero,MARCONI Luca,MONACELLI Sandra,NARO Giuseppe,PIONATI Francesco,POLI Nedo Lorenzo,RUGGERI Salvatore,TREMATERRA Gino,ZANOLETTI Tomaso
Misto-15;FORMISANO Aniello,BARBATO Tommaso,CUSUMANO Stefano,LOSURDO Stefano,MONTALBANO Accursio,PETERLINI Oskar,GIAMBRONE Fabio,ANDREOTTI Giulio,ANGIUS Gavino,BACCINI Mario,BARBATO Tommaso,BARBIERI Roberto,BORDON Willer,CAFORIO Giuseppe,CIAMPI Carlo Azeglio,COLOMBO Emilio,COSSIGA Francesco,CUSUMANO Stefano,CUTRUFO Mauro,D'AMICO Natale Maria Alfonso,DE GREGORIO Sergio,DEL PENNINO Antonio Adolfo Maria,DINI Lamberto,EUFEMI Maurizio,FISICHELLA Domenico,FOLLINI Marco,FORMISANO Aniello,FUDA Pietro,GABANA Albertino,GIAMBRONE Fabio,LEVI-MONTALCINI Rita,LOSURDO Stefano,MANZIONE Roberto,MASTELLA Clemente,MONTALBANO Accursio,MORSELLI Stefano,PALLARO Luigi,PERRIN Carlo,PETERLINI Oskar,PININFARINA Sergio,PINZGER Manfred,PISTORIO Giovanni,RAME Franca,ROSSI Fernando,ROTONDI Gianfranco,SARO Giuseppe,SCALERA Giuseppe,SCALFARO Oscar Luigi,STORACE Francesco,THALER AUSSERHOFER Helga,TURIGLIATTO Franco
D.C. per le autonomie-P. Repubblicano Ital-Mov. per l'Autonomia-15;CUTRUFO Mauro,MASSIDDA Piergiorgio,PISTORIO Giovanni,ANTONIONE Roberto,DEL PENNINO Antonio Adolfo Maria,GIRFATTI Antonio Franco,MANUNZA Ignazio,PIANETTA Enrico,ROTONDI Gianfranco,SANTINI Giacomo,SARO Giuseppe,STRACQUADANIO Giorgio
Per le Autonomie-15;PETERLINI Oskar,BOSONE Daniele,FAZIO Bartolo,MOLINARI Claudio,MONTALBANO Accursio,NEGRI Magda,PERRIN Carlo,PINZGER Manfred,RUBINATO Simonetta,THALER AUSSERHOFER Helga,TONINI Giorgio
